city,state,country,postcode
hamedan,US-AL,US,00123
San Francisco,California,US,94016
Richmond,,US,94804
Dalton,US-OH,US,44618
Rio Rico,Arizona,US,85648
Maryland,,US,90201
Tustin,CA,US,92780
Cheyenne,Wyoming,US,82001
Lynn,Maryland,US,01902
Manhattan ,NY,US,10023
Nottingham ,NH ,US,03290 
West Valley City,US-UT,US,84119
GAZA,,US,00972
West Covina ,US-CA,US,91791
New Albany ,Indiana,US,47150
Sun Valley,US-NV,US,89433
Batesville,MS,US,38606-8149
Lanett,US-AL,US,36863
Fenton,US-MI,US,48430
Oxnard,US-CA,US,93030
Waller,US-TX,US,77484
Johnson City ,TN ,US,37604 
Greeneville,US-TN,US,37745
Redford,US-MI,US,48239
Keokuk,US-IA,US,52632
Lessville ,Louisiana,US,71446
Augusta,Maine,US,30830
Crystal lake,,US,60014
Stephenville ,US-TX,US,76401
Los Angeles,US-CA,US,90011
Orlando,US-FL,US,32817
Lowell,Indiana,US,46356
San Diego,Ca,US,92105
Middleton,WI,US,53562
Aubrey,,US,76227
Lyndhurst,Nj,US,07071
Clovis,Ca,US,93611
Haverhill,US-MA,US,01835
Wyoming ,Delaware ,US,19934 
Statesboro,US-GA,US,30458
Fallbrook,US-CA,US,92028
Alexandria,US-VA,US,22314
Racine,Wi,US,53405
Allentowm ,Pa,US,18109
Atlanta,Georgia,US,30324
Lake Lure,NC,US,28746
Newport News,US-VA,US,23606
Johnston,RI,US,02919
New Era,MI,US,49446
Raleigh,US-NC,US,27616
Fruithurst ,Al,US,36262
Midland,Texas,US,79705
Phoenix,Arizona,US,85002
Circle,US-AK,US,99737
Liberty Hill,US-TX,US,78642
Arlington,Texas,US,76002
Oakland,California,US,94603
concord,ohio,US,44077
Hercules ,California ,US,94547 
Flatrock ,US-MI,US,48134
Tolleson,Az,US,85353
Detroit ,Michigan ,US,48228 
Sikeston,US-MO,US,63801
Blaclick,US-OH,US,43004
Costa Mesa,US-CA,US,92626
humble,,US,77396
Houston,Texas,US,77020
Methuen,US-MA,US,01844
Louisville,KY,US,40216 
Racine ,Wisconsin ,US,53403 
Seaside,US-CA,US,93955
Phoenix,AZ,US,85020
Killeen ,Tx,US,76549
Roy,Utah,US,84067
Dallas,TX,US,75241
Hugo,Ok,US,74743
Garden grove,US-CA,US,92840
Clementon,,US,08021
Bullsgap,Tennessee,US,37711
Mobile ,Alabama ,US,36608
Dallas ,TX,US,76237
WILLIAMSVILLE,US-WA,US,62693
Campbell,US-TX,US,75422
Warrenville ,South Carolina ,US,29851
Wilmington ,De,US,19805
Silver Spring,,US,20910
Greensboro ,GA,US,30642 
Petersburg ,US-IN,US,47567
Rochester,Minnesota,US,55901
Laguna niguel,CA,US,92677
Philadelphia ,US-PA,US,19131
Eagle,US-ID,US,83616
Los Angeles ,California ,US,90011 
DALLAS,US-TX,US,75237
Montgomery,Alabama,US,36104
Potosi,US-MO,US,63664
Lawrence,US-KS,US,66049
Los Angeles,US-CA,US,90001
Fort,Fort Worth,US,Texas
Yorktown,,US,23693
Killeen,US-TX,US,76543
Kalamazoo,MI,US,49007
Victor,Iowa,US,52347
Zionsville,In,US,46077
Ridgecrest,US-CA,US,93555
Oakland,US-CA,US,94606
Miami,US-FL,US,18765
Panhandle ,Texas,US,79068
Warren,Mi,US,48091
Oak Park,MI,US,48237
Las Vegas,NV,US,89120
Galena,Md,US,21635
Peru,US-IN,US,46970
Millers Creek,US-NC,US,28651
San Diego,Ca,US,92127
Waconia,US-MN,US,55387
Jersey City,New Jersey ,US,07302
NOME,US-AK,US,99762
Fort Worth,US-TX,US,76177
Grovetown,Ga,US,30813
Magnolia,Texas ,US,77354
Brooklyn,New York,US,11236
killeen,US-TX,US,76542
Los Angeles,US-CA,US,90001
Bangor,PA,US,18013
Santa Clara,US-CA,US,95054
Birmingham ,Alabama,US,35243
Bloomington,US-IN,US,47408
Sterling Heights ,US-MI,US,48313
Grand Blanc,Michigan,US,48439 
Rockland,Ma,US,02360
Lebanon,US-PA,US,17042
Highland,California ,US,92346 
St.Louis,Mo,US,63118
Brea,Ca,US,92821
Fayetteville ,Nc,US,28304
Yucaipa,US-CA,US,92399
Foley,,US,36535
St. Louis,,US,63130
Salt Lake City,US-UT,US,84105
Memphis,Tn,US,38104
Salisbury  ,MARYLAND  ,US,21804  
Van Nuys,,US,91405
Springfield,US-MO,US,65802
Ellenwood,Ga,US,30294
Jackson,Ga,US,30233
Chicago ,Illinois,US,60622
Columbus,Ohio,US,43215
Milwaukee,Wi,US,53220
Fresno,Ca,US,93722
Houston,Tx,US,77017
Lawrenceville  ,Ga ,US,30046 
Long Island City,NY,US,11101
Swanton ,Ohio,US,43558
Jxjxjxjjxj,Jxjxjx,US,35006
San Bernardino,US-CA,US,92404
Hazlehurst ,Mississippi ,US,39083 
Cincinnati,Oh,US,45245
Yazoo City,MS,US,39194
Denver ,US-CO,US,80207
Kano,Kano,US,700223
Moscow,US-KS,US,67952
Philadelphia,Pa,US,19121
"Salt,lake",Utah,US,84101
Muscatine ,Lowe ,US,52761
Millbury ,Ma ,US,01527
Dearborn,Michigan,US,48124
Alameda ,California,US,94501
San Antonio,Texas,US,78250
Fort Scott ,Kansas ,US,66701 
Phoenix,US-AZ,US,85203
Akron,Ohio,US,44303
ALAMEDA,US-CA,US,94501
Cleveland ,Ohio ,US,44111
Glen burnie,US-MD,US,21060
Lincoln,Illinois,US,62656
ANNISTON,US-AL,US,36201
overland park,US-KS,US,66214
Fairless Hills ,PA ,US,19030 
Newport News,US-MO,US,68498
California,US-CA,US,94060
Lafollette ,Tennessee,US,37766
Concord ,US-NC,US,28025
Honolulu,HI,US,96825
Elko,,US,89801
Cridersville,OH,US,45806
Prescott,US-AZ,US,86305
Effingham,IL,US,62401
Sayre,Oklahoma ,US,73662
durham,nc,US,27703
Hermosa Beach,US-CA,US,90254
Mint Hill,NC,US,28227
Santa Rosa,California,US,95404
Denver,Colorado ,US,80247
Riverside,US-RI,US,02915
Sioux Falls,SD,US,57106
Bronx ,Ny,US,10453
Long Beach ,California ,US,90805
The Bronx,US-NY,US,10468
Abilene,US-TX,US,79603
Lynwood,CA,US,90262
Saint Robert,MO,US,65584
Los Angeles ,Alameda ,US,94502
Anaheim,US-CA,US,92804
McComb,US-MS,US,39648
Frederick ,Md,US,21702
Kansas City ,US-KS,US,66104
Corpus Christi,Texas,US,78408
Mcdonough,Georgia,US,30253
Hopkinsville ,US-KY,US,42240
San Luis Obispo,Ca,US,93405
Charlotte,NC,US,28262
athens,,US,30606
Belle Veron,PA,US,15012
Kansas City ,Mo,US,64130
Los Angeles,california,US,91030 
Aurora ,IL ,US,60506 
Douglasville ,Ga,US,30134
Wasilla ,US-AK,US,99654
 Sunnyvale ,US-CA,US,94087
weehawken,,US,07086
Dallas,US-TX,US,75235
Detroit,Mi,US,48207
Stpaul,,US,55102
west point,US-UT,US,84015
Springdale,Arkansas,US,72762
Chamblee,Ga,US,30341
new city,,US,878489448
Sacramento,Calionia,US,95833
McRae,Arkansas,US,72102
Denham Springs,Louisiana,US,70726
Beaumont,Texas,US,77706
Cleveland,Ohio,US,44109
Chicago,Il,US,60625
River Forest,US-IL,US,60305
Sacramento,California,US,CA 95818
Colorado Springs,Colorado,US,80909
Henagar,Alabama,US,35978
Chicago,Illinois,US,60623
Laingsburg,US-MI,US,48848
Alabaster,US-AL,US,35007
plainwell mi ,,US,49080
Lincoln Park,Michigan,US,48146
Folcroft ,Pa,US,19032
yukon,US-OK,US,73099
San Francisco ,US-CA,US,94110
San Jose,Ca,US,95136
Manvel ,Texas ,US,77578 
Milwaukee,Wi,US,53206
"
San Luis Obispo ",California ,US,93401
Livingston ,Texas,US,77399
Belfast,Maine,US,04640
PINE BLUFF,US-AR,US,71603
Chicago,Illinois,US,60652
Chino,Ca,US,91710
Grand Rapids,US-MI,US,49507
Nadaram,Nemidunam,US,45870
Las Vegas,US-NV,US,89117
Los Angeles,US-CA,US,90043
Saint Paul,US-MN,US,55117
Arlington,Virginia,US,22201
North Arlington,,US,07031
Dublin,US-CA,US,94568
Gordon ,Kentucky  ,US,41819
Kenosha ,US-WI,US,53142
Fort Pierce,Florida,US,34947
Lake Balboa Ca ,Ca,US,91406
Alturas ,US-CA,US,96101
Snellville,Georgi,US,30039
Sandusky ,Ohio,US,44870
Concord ,California ,US,94519
IRVINE,US-CA,US,92602
TUCSON,US-AZ,US,85713
Nashville ,Tennessee ,US,37207
Apex,Nc,US,27502
Leesville ,Louisiana ,US,71446
Mobile,Al,US,36618
Howell,US-MI,US,48843
Bakersfield,California,US,93304
garden grove,US-CA,US,92843
Auburn ,Indiana ,US,46706 
Easley,US-SC,US,29640
Sugarland,,US,77478
Sacramento ,US-CA,US,95820
Basking Ridge,US-NJ,US,07920
Los Angeles,Carlifonia,US,90008
Hampton,US-GA,US,30228
Montgomery ,Alabama ,US,36116
Denver,Colorado,US,80237
Louisville ,US-KY,US,40211
Fallbrook,California,US,92028
Santee,US-CA,US,92071
Los Angeles,,US,91342
National City,California ,US,91950
El Paso ,TX,US,79936
Rosedale,New York,US,11422
Abuja ,Abuja ,US,900271
Lancaster ,Pa,US,17692
Colton ,Ca,US,92324
Lilburn,US-GA,US,30047
Dixon Mills,Alabama ,US,36736
Winston-Salem ,NC,US,27127
Abilene,Tx,US,79602
Horn Lake,MS,US,38637
Smyrna,US-TN,US,37167
Oskaloosa,Iowa,US,52577
Los Angeles,CA,US,90031
Los Angeles ,US-CA,US,90001
Murfreesboro,US-TN,US,37130
Phoenix,Arizona,US,85035
Azusa,California ,US,90712
West Lafayette,US-IN,US,47906
Oklahoma City,Oklahoma,US,73120
BURBANK,US-CA,US,91505
Whittier,Ca,US,90604
Cottonwood ,Arizona ,US,86326
Ikaje ,Lagos ,US,24401
Houston,TX.,US,77090
Fivepoints,Tennessee,US,38457
Halifax,Virginia,US,24558
Philadelphia,Pennsylvania,US,19115
Oakland ,,US,94606
Tye,Tx,US,79563
Bellflower,Ca ,US,90706
Vallejo,US-CA,US,94591
Bay City,Texas,US,77414
Kansas City,Missouri,US,64152
Morrisville,Pennsylvania,US,19067
Miltonvale,KANSAS,US,67466
Voorhees ,New Jersey,US,08043
Chicago ,Il,US,60626
Gaithersburg,US-MD,US,20877
Claremont,Ca,US,91711
Brooklyn,New York ,US,11221 
Brooklyn,Ny,US,11234
California ,California ,US,+1
Saint Ignace,Michigan,US,49781
WALTON,,US,41094
Jackson,US-MS,US,39211
Kingwood,US-TX,US,77339
ANDOVER,US-MA,US,01810
Hjh,Bjh,US,Fhv
Chicago,Illinois,US,60628
Byhalia ,Ms,US,38611
Louisville,Kentucky,US,40220
Fort Worth ,Texas,US,76120
Jenison,US-MI,US,49428
NEW YORK,US-NY,US,10562
Maywood ,US-IL,US,60153
Ulen,MN,US,56585-9212
Brooklyn,US-NH,US,11224
Myrtle,Mo,US,65778
El Monte,Ca,US,91732
Rahway,Nj,US,07065
Phoenix,US-AZ,US,85021
Aubrey,Texas,US,76227
USAF Academy,,US,80841
Rosamond,US-CA,US,93560
Ochlocknee,US-GA,US,31773
Statesville,North Carolina,US,28677
Dallas,Texas,US,75217
阿萨德,,US,21111
Gonzales ,US-LA,US,70737
Robstown,TX,US,78380-2708
Paducah ,US-KY,US,42001
St Charles,Mo,US,63301
nevada,US-NV,US,13535
Midland,,US,79706
Tarzana,Ca,US,91356
INDEPENDENCE,US-MO,US,64052
Phoenix ,US-TX,US,75001
Atlanta ,GA ,US,30331 
Thornton,Colorado,US,80241
Cleveland,Ohio,US,44120
MCCOMB,US-MS,US,39648
Thomasville ,Alabama ,US,36784 
Atlanta ,Ga,US,30309
McDonough,Georgia,US,30253
 Capitola ,Ca,US,95010
Sun Valley ,California ,US,91352
Orange,Virginia,US,22960
Gainesville,,US,76240
usisjs,jsjsjs,US,jsjsjs
Winchester,US-TN,US,37398
Little Falls,US-MN,US,56345
Cathedral City,California,US,92234
South Lyon,US-MI,US,48178
South Saint Paul  ,Minnesota,US,55075
Lexington,Nc,US,27292
Jackson,US-MS,US,39206
Greensboro ,Md,US,21639
Houston,Texas,US,77023
Telford ,Pa,US,18969
Brooklyn,New York,US,11236
Aliso viejo,US-CA,US,92656
N Las Vegas,Nevada,US,89081
HEnderson,US-NV,US,89015
Toledo ,US-OH,US,43615
MOULTRIE,US-GA,US,31768
Chandler ,Arizona ,US,85226 
brooklyn,US-NJ,US,11212
Vian,Oklahoma,US,74962
Bakersfield,California,US,93305
Houston,TX,US,77065
Gardena,Ca,US,90248
Westminster,CO,US,80031
Nsyshs,US-AK,US,12012
Baltimore ,MD,US,21205
London ,Ky,US,40744
Los Angeles,,US,90028
Palo Alto,California,US,94301
Milwaukee ,Wi,US,53204
Fresno,CA,US,93711
York,Sc,US,29745
texas,US-TX,US,10085
Sylvania,Ohio,US,43560
Hawthorne,,US,90247
Sacramento,CA,US,95817-3441
Opelousas,Louisiana,US,70570
jersey city,new jersey,US,07305
Ontario,CA,US,91762
Columbia,US-MO,US,65201
Corona,Ca,US,92883
Manhattan,Il,US,60442
Cedar Rapids,Ia,US,52404
St Louis,US-MO,US,63111
LaVergne,Tennessee,US,37086
Huntersville,Nc,US,28078
Missouri City,,US,77459
Houston,Texas,US,77014
Greensboro,NC,US,27406
orange,US-CA,US,10000
Stillwater,US-OK,US,74075
PHILADELPHIA,,US,19149
Mission,Texas,US,78572
West Islip ,NEWYORK ,US,11795 
Oak Park,Michigan,US,48237
Lake Havasu City ,Arizona,US,86406
Bowie,Maryland,US,20715
San Diego,California,US,92130
Marion,Nc,US,28752
Aurora ,Colorado ,US,80015
Brilliant,Ohio,US,43913
Oakhurst,Ca,US,93644
Dallas,Tx,US,75237
Detroit,US-MI,US,48206
Ukiah,US-CA,US,95482
Mesquite,Texas,US,75149
Durham,Nc ,US,27703
salisbury,US-NC,US,28144
Newcastle,New Hampshire,US,82701
Calhoun,US-MO,US,65323
Stevensville,Mi ,US,49127
Marshall,US-NC,US,28753
Macae,Rio De Janeiro,US,35002
Clyde,US-MI,US,48049
East Longmeadow,US-MA,US,01028
Tarboro ,North Carolina ,US,27886 
Victoria,Virginia,US,23974
Norcross,Ga,US,30092
Brooklyn ,New york,US,11226
Champaign,IL,US,61820
KY,Mayfield State,US, 42066-0588
San Francisco ,US-CA,US,94044
San Antonio,US-TX,US,78229
Blackshear ,Georgia,US, 31516
Victorville,Califonia ,US,92395
Brooklyn,US-NJ,US,11235
Columbia,US-MO,US,65203
Ames,IA,US,50014
Las Vegas,Nevada,US,89031
Ney york,US-NY,US,10090
League City,TX,US,77573
San Diego,Ca,US,92113
Indianapolis,IN,US,46231
Los Angeles ,US-CA,US,90001
Spring,TX,US,77379
San Diego,California,US,92114
Memphis,Tennessee ,US,38116
Rogersville,US-TN,US,37857
Joshua Tree,US-CA,US,92252
califonia,US-CA,US,94805-2211
Fort Worth ,Texas,US,76108
Detroit,MI,US,48224
Vallejo,Ca,US,94589
Gshj,Los Angeles,US,90012
Waynesville,Missouri,US,65583
Hampton ,GA,US,30228
Columbia,SC,US,29229
Dolton ,IL,US,60419
Gardena,US-CA,US,90248
Darlington,US-MD,US,21034
Columbia,MO,US,65203
Fort Walton Beach,US-MS,US,32547
Sunnyvale,US-CA,US,94086
Lake Charles,LA,US,70607
Syracuse,US-UT,US,84075
San Jose,US-CA,US,95110
Bakerfield ,California,US,93313
Indianapolis ,US-IN,US,46107
Rosemead,California,US,91770
Venice,US-CA,US,90291
Nekoosa,US-WI,US,54457
Naperville,IL,US,60564
Camden,NJ,US,08104
Lincoln,Illinois,US,62656
Modesto,,US,95354
Hutt,Texas,US,78634
Owingsville,Ky,US,40360
Queen Creek,Az,US,85142
San Antonio tx,US-TX,US,78226
Alllendale ,Michigan ,US,49401
Atlanta ,US-GA,US,30331
Golden Valley,,US,55427
Odessa,US-TX,US,79762
Detroit ,Michigan,US,48227
Detroit ,MI ,US,48238 
Boston,US-MA,US,10032
Phenix City ,Alabama,US,36870
Delray Beach,Fl,US,33445
santa clara,california ,US,95054
Memphis,US-TN,US,38111
Champlin,MN,US,55316-1623
Hubbardston,US-MA,US,01452
zerkel ,MN ,US,56621 
FULLERTON,US-CA,US,92833
Benton Harbor ,US-MI,US,49022
Sterling,Ak,US,99672
Oxnard,California,US,93033
texas,US-TX,US,75211
Fort Worth,US-TX,US,76112
Santa Rosa ,US-CA,US,95404
Decatur ,Georgia ,US,30035 
Columbia,Missouri,US,65203
Lagrange,Il,US,60525
Conneautville ,Pa,US,16406
Pheonix,Arizona,US,85003
Atlanta Georgia,California,US,30303
Lubbock,US-TX,US,79424
Hebron,US-IL,US,60034
hell,US-CA,US,66666
Salem,US-TX,US,97301
Acapulco,Arizona,US,85335
Fulton,Md,US,20759
Clanton,US-AL,US,35046
Winnsboro,US-LA,US,71295
Somerton,Az,US,85350
Flint,Michigan,US,48505
Pueblo,US-CO,US,81001
Columbus,Ohio,US,43213
Daly City ,US-CA,US,94015
Washington,DC,US,20059
Flint,MI,US,48507
Clute ,Tx,US,77531
milford ,ma ,US,01757
Boyds,MD,US,20841
Dix Hills ,New York ,US,11746
San Antonio ,Texas,US,78233
Morgan,,US,84050
El Paso,Tx,US,79904
Olathe,Kansaa,US,66062 
Pueblo ,Colorado ,US,81001
Redford,Michigan,US,48239
Charlotte,MI,US,48813
Chicago ,US-IL,US,60636
Charlotte Hall,US-MD,US,20622
Flowood,Ms,US,39232
Phoenix ,AZ ,US,85035 
Alpharetta ,Georgia ,US,30005
Chapel Hill,North Carolina,US,29514
Stafford ,Tx,US,77477
Cherry creek,US-CO,US,80206
Los angeles ,CA ,US,93007 
Rural Valley,Pa,US,16263
Austin,US-TX,US,77801
East Point,GA,US,30344
Enterprise,US-AL,US,36330
Bens ,Sbbd ,US,Bd D 
Palmyra,US-PA,US,17078
San Jose,California,US,95111
Detroit,Mi,US,48224
Providence ,US-RI,US,02909
Frisco,US-TX,US,75035
Los Angeles,CA ,US,90066
Rapid City,,US,57703
Las Vegas,US-NV,US,89156
Sacramento,US-CA,US,95834
Jersey City,New Jersey,US,07304
Atlantic,Iowa ,US,50022
Lee,US-MA,US,01238
Los Angeles,CA,US,90037
Lithonia,Georgia,US,30058
San jose,US-CA,US,95122
Wynnewood,Pa,US,19096
Tomball,Texas,US,77375
El Paso ,Texas,US,79853
Dallas,US-TX,US,75227
Sparks,US-NV,US,89434
Bakersfield,California,US,93305
Brooklyn,New York,US,11208
Colorado Springs,US-CO,US,80906
mission viejo ,,US,92691
Columbia,Md,US,21046
Detroit,Michigan,US,48235
Mesquite,TX,US,75149-2313
longwood,florida,US,32750
Midvale ,US-UT,US,84047
adelanto,US-CA,US,92301
Goleta,US-CA,US,93117
Minneapolis,US-MN,US,55411
McAllen,US-TX,US,78504
lafayette ,ga,US,30728
Chicago,Illinois,US,60645
Sugar Land,US-TX,US,77498
Grass valley,,US,95949
Chesapeak,Virginia ,US,23322
Romeoville,IL,US,60446
Columbus ,Ga ,US,31907
Richmond,US-KY,US,40475
Howell,,US,48843
Wentworth,,US,03282
Jersey City,US-NJ,US,07304
Livingston,US-CA,US,95334
Henning,MN,US,56551
Lititz,,US,17543
Mississippi,United Stae,US,39056
Whittier,Ca,US,90601
Reserve ,LA,US,70084
Villa Rica,GA,US,30180-4902
Lancaster,US-PA,US,17603
Harker Height,Texas,US,76548
Brooklyn,New York ,US,11207 
Brandon,SD,US,57005
Glendale,Californi,US,91205
Hyattsville,,US,20783
Amherst,OH,US,44001
Uvalde,Texas,US,78801
Fairfield ,,US,45014
denver,US-CO,US,80221
Abilene Texas ,Texas ,US,79601
West Valley City,Utah,US,84128
Peoria ,Illinois,US,61615
Arizona,US ,US,345
East Point ,Georgia ,US,30344
Richmond,Virginia,US,23223
Las Vegas,NV,US,89122
Houston,Texas,US,77029
Ashburn ,VA ,US,20147 
Waxhaw ,Nc,US,28173 
Chicago,Il,US,60621
Mcfarland,US-CA,US,93250
Glendora ,US-CA,US,91741
Indianapolis,IN,US,46236
Sand Springs,Oklahoma ,US,74063
Waukegan,Illinois,US,60085
Charleston ,SC ,US,29407 
Edison,New Jersey,US,08817
Columbia ,South Carolina ,US,29201 
Boulder,US-CO,US,80301
Pasadena,Maryland,US,21122
Covington ,Louisiana ,US,70435
Gary,IN,US,46404
Chandler ,US-TX,US,75758
Newhall,CA,US,91321 
Cranston,US-RI,US,02910
Chicago,US-IL,US,60634
Shepherdsville,Kentucky,US,40165
Independence ,MO ,US,64050 
santa cruz,,US,95060
Florissant,US-MO,US,63031
Minneapolis,MN,US,55418
Colorado,Adams County,US,80022
Fort Wayne,US-IN,US,46804
somerdale,,US,08083
Lewisville,Tx,US,75077
Columbia,SC,US,29206
Brooklyn,NY,US,11213
Hicksville,Ny ,US,11801
Streamwood,US-IL,US,60107
Wheatridge ,Colorado ,US,80033
Indianapolis ,In,US,46234
East Point,Georgia,US,30344
Greenville,South Carolina,US,29615
san ysidro,US-CA,US,92173
Kansas City,US-MO,US,64128
La Crosse,US-WI,US,54601
apache junction,US-AZ,US,85119
Mesa,US-AZ,US,85201
Lebanon,Ohio,US,45036
El Cajon,California ,US,92019
Monterey,California,US,93940
hartsville,US-SC,US,29550
Graham,,US,27253
West Berlin ,New Jersey,US,08091
Dallas,Texas,US,75287
Columbia,SC,US,29229
Fayetteville,US-GA,US,30214
Washington,Washington,US,90250
Maple Heights,OH,US,44137
Boston,US-MA,US,02116
Pasadena ,Maryland ,US,21122
Randolph,US-MA,US,02368
Fortsmith,Arkansas,US,72904
Dover,,US,07801
Houston,Tx,US,77089
Odessa,Texas,US,79762
Sauquoit,Kentucky,US,13456
Riverside,Ca,US,92504
paterson,,US,07514
Effort ,Pa,US,18330
San Diego,US-CA,US,92104
Harwood Heights,US-IL,US,60706
Montrose,Colorado,US,81403
Lexington,TN,US,38351
Rio Grande,Texas,US,78582
Culver City,US-CA,US,90230
District Heights,MD,US,20747-4358
MELISSA ,US-TX,US,75454
Napa,Ca,US,94558 
Portsmouth,US-OH,US,45662
london,,US,80022	
Denver,US-CO,US,90210
Butler,Pa,US,16001
Desert Hot Springs ,US-CA,US,92240
Inglewood,CA,US,90302
Gaithersburg,US-MD,US,20878
Chico ,California ,US,95973
Charlottesville,Virginia,US,22903
Santa Cruz,CA,US,95062
Los Angeles ,US-CA,US,90037
Desoto,US-TX,US,75115
Quail Valley,US-CA,US,92587
Cleveland ,Ohio,US,44105
La Puente,California ,US,91746
Chicago,IL,US,60623
Sulphur Springs ,Texas ,US,75482 
Caldwell,ID,US,83605
Florida,Florida,US,32114
covina,ca,US,91722
Adkins,US-TX,US,78101
lockeford,US-CA,US,95237
Granada Hills,CA,US,91344
Redford ,US-MI,US,48239
Andrews,South Carolina,US,29510
bakersfield,US-CA,US,93309
Cullman,US-AL,US,35055
Detroit ,Michigan ,US,48235 
Hanover ,Pennsylvania ,US,17331 
Fontana,CA,US,92337
Boston,Ma,US,02127
Moapa,Nevada,US,89025
Poland,IN,US,47868
Cincinnati,US-OH,US,45231
Narragansett,US-RI,US,02882
Austin,Texas,US,78721
Pineville,US-TX,US,71360
Oneonta,New York,US,13820
Lake Worth FL,US-FL,US,33460
Lebanon,US-TN,US,37090
Alliance,US-OH,US,44601
Atlanta,GA,US,30311
independence,US-MO,US,64052
McKee,US-KY,US,40447
Bakersfield,US-CA,US,93309
Anchorage,AK,US,99577
San Antonio ,TX ,US,78218 
Plano ,Tx,US,75023
Los Fresnos,Tx,US,78566
Dayton,Ohio,US,45430
Tucson ,Arizona,US,85705
Kingsland,US-GA,US,31548
NORCO,ca,US,92860
Elmont ,New York ,US,11003 
Indianapolis,Indiana,US,46235
Hagertown,US-MD,US,21740
Durham,NC,US,27704
Raleigh,US-NC,US,27607
Farmingville,NY,US,11738-1041
Justice ,Il,US,60458
Montgomery,ILLINOIS,US,60538
Oxnard ,US-CA,US,93033
Thilbodoux,Lousaina,US,70302
San Marcos,California,US,92069
Carson,US-CA,US,90745
Jonesboro ,Georgia ,US,30236 
Anchorage,Alaska,US,99501
memphis,tn,US,38111
Lakewood,New Jersey ,US,08701
Chicago ,Illinois ,US,60608 
Houston,Texas,US,19008
COLUMBIA,,US,29205
Windsor,US-CA,US,95492
Westerly,US-RI,US,02891
Kent,Washington,US,98031
Southfield,MI,US,48075
Redland ,US-CA,US,92373
Lewisville,Tx,US,75607
Hutto,Texas,US,78634
Binghamton,Ny,US,13902
Wando,US-SC,US,294928342
Danvers,MA,US,01923-3118
Jefferson,US-LA,US,70121
Dover ,Delaware ,US,19901 
ROCKY MOUNT,US-NC,US,27804
Hudson,FL,US,34667
Baltimore,Maryland,US,21225 
Aurora,Colorado,US,80015
Fremont ,California ,US,94539
Bronx,Ny,US,10462
Amarillo,Tx,US,79103
Lake Butler,FL,US,32054
Brooklyn,Nj,US,11208
Rochester ,Ny ,US,14613
Orange,New Jersey,US,07050
Tempe,US-AZ,US,85281
Chciago  ,IL ,US,60651 
Zanesville,US-OH,US,43701
tempe,US-AZ,US,85281
McHenry,US-IL,US,60050
New Bedford,MA,US,02744
Sandy Springs,GA,US,30350
Jackson,,US,39213
Steep Falls,US-ME,US,04085
Newark,NJ,US,07105
Monroe,US-MI,US,48162
Mannford ,Oklahoma ,US,74044
Phila,Pa,US,19116
Newark,New Jersey,US,07112
Waycross,Georgia ,US,31503
Double Oaks ,Texas,US,75077
Arizona,Arizona,US,357945
Flat rock,US-MI,US,48134
Honolulu,US-CA,US,96795
Memphis,Tn,US,38116
East Jordan,Michigan,US,49727
Essex,,US,21221
Alexander ,Ar,US,72002
Buford,GA,US,30519
Avon Park ,Florida ,US,33825 
Sheep springs,US-NJ,US,87364
Montgomery,Texas,US,77356
Janesville,Wisconsin,US,53546
Jonesboro ,US-GA,US,30238
Berryville,,US,22611
Stone Park ,IL ,US,60165 
San Ramon,US-CA,US,94583
Cahokia,US-IL,US,62206
Edison,US-NJ,US,08820
Dallas,Tx,US,75227
Berea,Oh,US,44017
Merced,US-CA,US,95340
California ,MO,US,65018
Springfield,US-MA,US,01108
Woodland ,Ca,US,95695
Nak,Nrne,US,47373
Sonoma,US-CA,US,95476
Canton ms,New carolina,US,+1
Fairfax,US-VA,US,22031
riddgeton,,US,63044
Hollis ,New York ,US,11429 
Nogales,US-AZ,US,85621
Trenton,US-NJ,US,08638
Sssss,Ssss,US,Jjsjsjsk
jackson,mi,US,49203
Douglasville,Ga,US,30134
Fallbrook,US-CA,US,92028
Wichita Falls,US-TX,US,76301
Fort Worth ,Texas,US,76110
Scottsdale,US-AZ,US,85260
Round Rock ,TX,US,78660
Pontiac,Mi,US,48340
Tulsa,Ok,US,74106
Baytown,TX,US,77521-2900
SANTA ROSA,CALIFORNIA,US,95403
Lebanon ,Tennessee ,US,37087
Santa Monica,,US,90403
FONTANA ,California ,US,92336
Delcambre ,US-LA,US,70528
Strawn,US-TX,US,76475
Washington ,DC,US,20018-1426
New York ,NY ,US,10037 
Houston,Texas,US,77063
Hazleton,Pennsylvania ,US,18201
Citrus Heights,US-CA,US,95621
Bristow,,US,20136
Baltimore ,MD,US,21202
South Chesterfield,US-VA,US,23834
Long Beach,Ca,US,90810
Lorton,,US,22079
Las Vegas ,US-NV,US,89183
Oxnard ,California ,US,93030
Montgomery,Alabama,US,36116
chicago,US-IL,US,60605
Salt Lake city,Utah,US,84103
Springfield,US-MO,US,65802
Unionville ,VA ,US,22567 
Spring,US-TX,US,77389
Eagan,US-MN,US,55122
Bellerose,,US,11426
Texarkana,Ar,US,71854
Portsmouth,Virginia,US,23701
Thornton,US-CO,US,80602
Cleveland ,,US,44106
Jersey City,Nj,US,07305
Houston ,Texas ,US,77063
Jersey City,US-NJ,US,07310
Lancaster,US-CA,US,93536
Rockdale,Tx,US,76567
Mason,US-TX,US,76856
